SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.2 Certification & Standards Roadmap (Aus NZ & Global),TSI — Smart Tools Certification & Standards Roadmap v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Certification & Standards Roadmap v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.3 Smart Tools + SAI-COM Integration Roadmap,TSI — Smart Tools ⇄ SAI-COM Integration Roadmap v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools ⇄ SAI-COM Integration Roadmap v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.1 Hardware Feature Roadmap,TSI — Smart Tools Hardware Feature Roadmap (v1–v3) v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Hardware Feature Roadmap (v1–v3) v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.5 Go-to-Market & Channel Roadmap,TSI — Smart Tools Hardware Pricing Table Version  v1.0 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Hardware Pricing Table Version  v1.0 (MASTER).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.5 Go-to-Market & Channel Roadmap,TSI — Smart Tools GTM & Channel Roadmap v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools GTM & Channel Roadmap v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\7. OEM Supply & Partnerships\7.1 Approved Device Categories,TSI — APPROVED DEVICE CATEGORIES FOR OEM PARTNERS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — APPROVED DEVICE CATEGORIES FOR OEM PARTNERS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\7. OEM Supply & Partnerships\7.3 Quality Assurance Standards,TSI — OEM QUALITY ASSURANCE (QA) STANDARDS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — OEM QUALITY ASSURANCE (QA) STANDARDS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\7. OEM Supply & Partnerships\7.5 Commercial Model,TSI — OEM COMMERCIAL MODEL v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — OEM COMMERCIAL MODEL v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\7. OEM Supply & Partnerships\7.4 Regulatory Compliance,TSI — REGULATORY COMPLIANCE REQUIREMENTS FOR OEMS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — REGULATORY COMPLIANCE REQUIREMENTS FOR OEMS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\7. OEM Supply & Partnerships\7.2 Supplier Evaluation Criteria,TSI — OEM SUPPLIER EVALUATION CRITERIA v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — OEM SUPPLIER EVALUATION CRITERIA v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\9. Website + Deck Content\9.4 Case Study Skeletons,TSI — Smart Tools Case Study Templates v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Case Study Templates v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\9. Website + Deck Content\9.2 Visual & Diagram Briefs,TSI — Smart Tools Visual Assets Brief v1.0.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Visual Assets Brief v1.0.gdoc.lnk,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\9. Website + Deck Content\9.3 Slide Snippets — Smart Tools Section,TSI — Slide Text Library  Smart Tools v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Slide Text Library  Smart Tools v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\9. Website + Deck Content\9.1 Website Copy — Smart Tools Pages,TSI — Website Copy  Smart Tools & Hardware v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Website Copy  Smart Tools & Hardware v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\11. Firmware & Device Management\11.2 Device Provisioning & Keys,TSI — DEVICE PROVISIONING & AUTH KEYS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DEVICE PROVISIONING & AUTH KEYS.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\11. Firmware & Device Management\11.5 Deactivation & Enforcement Rules,TSI — DEVICE DEACTIVATION & ENFORCEMENT RULES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DEVICE DEACTIVATION & ENFORCEMENT RULES.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\11. Firmware & Device Management\11.4 Diagnostics & Telemetry,TSI — DIAGNOSTICS & DEVICE TELEMETRY.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DIAGNOSTICS & DEVICE TELEMETRY.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\11. Firmware & Device Management\11.1 Firmware Architecture,TSI — FIRMWARE ARCHITECTURE (Smart Tools).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — FIRMWARE ARCHITECTURE (Smart Tools).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\11. Firmware & Device Management\11.3 OTA Update Pipeline,TSI—OTA UPDATE PIPELINE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI—OTA UPDATE PIPELINE v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\12. ERP & Inventory Management\12.1 Inventory Model (Master),TSI — SMART TOOLS INVENTORY MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART TOOLS INVENTORY MODEL.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\12. ERP & Inventory Management\12.3 Batch Control & OEM Traceability,TSI — OEM BATCH CONTROL & TRACEABILITY MODEL v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — OEM BATCH CONTROL & TRACEABILITY MODEL v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\12. ERP & Inventory Management\12.5 Compliance Documentation Pack (AS NZS),TSI — COMPLIANCE DOCUMENTATION PACK (AS NZS) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — COMPLIANCE DOCUMENTATION PACK (AS NZS) v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\12. ERP & Inventory Management\12.2 Device Serialisation Rules,TSI — DEVICE SERIALISATION RULESET v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DEVICE SERIALISATION RULESET v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\12. ERP & Inventory Management\12.4 RMA & Warranty Workflow,TSI — RMA & WARRANTY WORKFLOW.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — RMA & WARRANTY WORKFLOW.gdoc,Staging pending classification,Low
TechSafe Operating System,G:\Shared drives\TechSafe_Operating_System\01_Product_Development,PD-001_AI_Agent_Architecture_Specs_V1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\TechSafe_OS\,PD-001_AI_Agent_Architecture_Specs_V1.0.gdoc,Staging pending classification,Low
TechSafe Operating System,G:\Shared drives\TechSafe_Operating_System\00_Governance,TechSafe_Master_Project_Plan_Tracker_V1.0.gsheet,File,TSI-01 DocControl.GOOGLE\99_Staging\TechSafe_OS\,TechSafe_Master_Project_Plan_Tracker_V1.0.gsheet,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI - Industry Packs,TechSafe__A_Digital_Guardian.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,TechSafe__A_Digital_Guardian.mp4,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI - Industry Packs,Operational_Safety_Intelligence_Industry_Packs.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Operational_Safety_Intelligence_Industry_Packs.pdf,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI - Industry Packs,Real-Time_Safety_Intelligence_Ends_Compliance_Debt.m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Real-Time_Safety_Intelligence_Ends_Compliance_Debt.m4a,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI - Industry Packs,NotebookLM Mind Map (1).png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,NotebookLM Mind Map (1).png,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI - Industry Packs,unnamed (3).png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,unnamed (3).png,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,The_Integrated_Operational_Doctrine.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,The_Integrated_Operational_Doctrine.pdf,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,TechSafe__A_Source_of_Truth.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,TechSafe__A_Source_of_Truth.mp4,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,IMS_Safety_Architecture_The_Three_Layers.m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,IMS_Safety_Architecture_The_Three_Layers.m4a,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,IMS Real Time Safety System.png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,IMS Real Time Safety System.png,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,Demystifying_SAI-COM.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Demystifying_SAI-COM.mp4,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,SAI-COM_The_Operational_Intelligence_Engine.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,SAI-COM_The_Operational_Intelligence_Engine.pdf,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI SAI-COM and IMS ECO SYSTEM,SAI-COM 4 step process.png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,SAI-COM 4 step process.png,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Digi Boards Overview,Display_Evolution_From_Canvas_To_Hub.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Display_Evolution_From_Canvas_To_Hub.pdf,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Digi Boards Overview,Forgotten_to_Front-of-Mind.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Forgotten_to_Front-of-Mind.mp4,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Digi Boards Overview,Fighting_the_Forgetting_Curve_with_Smart_Screens.m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Fighting_the_Forgetting_Curve_with_Smart_Screens.m4a,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Digi Boards Overview,Beyond the Notice Board.png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Beyond the Notice Board.png,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Safety Assistant Intelligence (SAI),Governing_High-Stakes_AI_Safety_A_Three-Layer_Limit.m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Governing_High-Stakes_AI_Safety_A_Three-Layer_Limit.m4a,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Safety Assistant Intelligence (SAI),SAI__Your_Partner_in_Safety.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,SAI__Your_Partner_in_Safety.mp4,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Safety Assistant Intelligence (SAI),SAI_Role_Function_and_Safety_Architecture.pdf,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,SAI_Role_Function_and_Safety_Architecture.pdf,Staging pending classification,Low
TSI Product Services,G:\Shared drives\TSI Product Services\TSI Safety Assistant Intelligence (SAI),Meet SAI.png,File,TSI-01 DocControl.GOOGLE\99_Staging\TSI_Product_Services\,Meet SAI.png,Staging pending classification,Low
3. INTERGRATED MANAGMENT SYSTEMS (IMS),3. INTERGRATED MANAGMENT SYSTEMS (IMS)\,/TSi — IMS (Integrated Management Systems),Folder,TSI-01 DocControl.GOOGLE\99_Staging\IMS\,/TSi — IMS (Integrated Management Systems),Staging pending classification,Low
3. INTERGRATED MANAGMENT SYSTEMS (IMS),3. INTERGRATED MANAGMENT SYSTEMS (IMS),TSI — IMS INTEGRATION AGENT v1,File,TSI-01 DocControl.GOOGLE\99_Staging\IMS\,TSI — IMS INTEGRATION AGENT v1,Staging pending classification,Low
